material_id,ce_entropy,n_distinct_envs,dominance,gini,ce_symbols,n_sites_ce
mp-628665,1.1537419427010902,4,0.5714285714285714,0.3214285714285714,"{""T:4"": 4, ""DDPN:8"": 4, ""SBT:8"": 4, ""S:1"": 16}",28
mp-1325795,0.7305880613711224,3,0.75,0.43333333333333335,"{""C:8"": 12, ""O:6"": 8, ""T:4"": 60}",80
mp-510007,1.4142790651247086,5,0.45454545454545453,0.32727272727272716,"{""TO_1:9"": 4, ""SBT:8"": 4, ""T:4"": 8, ""S:1"": 20, ""A:2"": 8}",44
mp-34763,1.1601862439785162,5,0.625,0.4750000000000001,"{""UNKNOWN:18"": 2, ""HP:12"": 2, ""PP:6"": 20, ""BO_2:8"": 4, ""O:6"": 4}",32
mp-554546,1.1537419427010902,4,0.5714285714285714,0.3214285714285714,"{""SBT:8"": 4, ""SA:8"": 4, ""T:4"": 4, ""S:1"": 16}",28
mp-1047618,1.3296613488547582,4,0.3333333333333333,0.16666666666666652,"{""O:6"": 4, ""TY:3"": 4, ""A:2"": 2, ""C:8"": 2}",12
mp-1223150,0.6829081047004717,2,0.5714285714285714,0.0714285714285714,"{""TO_3:9"": 8, ""DDPN:8"": 6}",14
mp-1196128,0.888972843935457,3,0.6285714285714286,0.34285714285714297,"{""T:4"": 18, ""S:1"": 44, ""A:2"": 8}",70
mp-754794,1.6094379124341005,5,0.2,0.0,"{""SA:8"": 4, ""O:6"": 4, ""FO:7"": 4, ""T:6"": 4, ""T:4"": 4}",20
mp-861665,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-20271,1.0397207708399179,3,0.5,0.16666666666666674,"{""C:12"": 4, ""SBT:8"": 2, ""BO_2:8"": 2}",8
mp-1177063,1.44337809043137,6,0.4605263157894737,0.42543859649122795,"{""O:6"": 12, ""T:6"": 4, ""T:4"": 12, ""TL:3"": 35, ""A:2"": 1, ""TS:3"": 12}",76
mp-865716,0.6365141682948128,2,0.6666666666666666,0.16666666666666652,"{""O:6"": 2, ""PP:5"": 4}",6
mp-1219540,-0.0,1,1.0,0.0,"{""AC:12"": 4}",4
mp-622116,1.9792045174343245,8,0.25,0.22916666666666652,"{""S:5"": 8, ""S:1"": 12, ""ET:7"": 4, ""PP:6"": 4, ""SY:4"": 4, ""TS:3"": 8, ""TY:3"": 4, ""A:2"": 4}",48
mp-1186313,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-780655,1.3631881395923875,5,0.4782608695652174,0.36521739130434794,"{""T:4"": 6, ""T:5"": 8, ""TL:3"": 8, ""S:1"": 22, ""A:2"": 2}",46
mp-975605,1.8121428103584718,7,0.2222222222222222,0.26984126984126977,"{""DDPN:8"": 4, ""PB:7"": 2, ""O:6"": 1, ""I:12"": 1, ""DI:11"": 4, ""TT_2:9"": 4, ""BO_2:8"": 2}",18
mp-542289,1.158214693401218,5,0.6,0.5,"{""PB:7"": 2, ""FO:7"": 4, ""O:6"": 2, ""TL:3"": 8, ""S:1"": 24}",40
mp-1178166,2.2630001837631597,13,0.21875,0.41346153846153855,"{""BS_2:10"": 1, ""TO_2:9"": 2, ""FO:7"": 1, ""T:6"": 1, ""DDPN:8"": 1, ""ST:7"": 1, ""O:6"": 1, ""T:4"": 7, ""S:5"": 1, ""A:2"": 6, ""TY:3"": 2, ""S:1"": 3, ""TS:3"": 5}",32
mp-2832,0.6730116670092565,2,0.6,0.10000000000000009,"{""O:6"": 4, ""T:4"": 6}",10
mp-754534,0.6365141682948128,2,0.6666666666666666,0.16666666666666652,"{""T:5"": 4, ""O:6"": 2}",6
mp-1206356,1.0549201679861442,3,0.4,0.13333333333333353,"{""UNKNOWN:15"": 2, ""I:12"": 1, ""SBSA:10"": 2}",5
mp-1216132,1.5979265097580382,6,0.34782608695652173,0.3405797101449277,"{""SA:8"": 6, ""O:6"": 1, ""T:4"": 8, ""S:1"": 2, ""SBT:8"": 3, ""BO_2:8"": 3}",23
mp-973529,1.2424533248940002,4,0.5,0.25,"{""UNKNOWN:18"": 4, ""T:5"": 12, ""ST:7"": 4, ""SH:13"": 4}",24
mp-557531,1.2730283365896256,4,0.4444444444444444,0.25,"{""SBT:8"": 4, ""T:4"": 2, ""S:1"": 8, ""PA:10"": 4}",18
mp-977411,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-1186077,-0.0,1,1.0,0.0,"{""C:12"": 4}",4
mp-1025185,0.5982695885852573,2,0.7142857142857143,0.2142857142857144,"{""TT_1:9"": 2, ""O:6"": 5}",7
mp-642660,1.073542846408523,4,0.625,0.375,"{""C:8"": 2, ""C:12"": 2, ""S:5"": 2, ""S:1"": 10}",16
mp-24645,0.410116318288409,2,0.8571428571428571,0.357142857142857,"{""TT_1:9"": 2, ""S:1"": 12}",14
mp-1212806,0.6365141682948128,2,0.6666666666666666,0.16666666666666652,"{""HP:12"": 4, ""TT_1:9"": 8}",12
mp-1225089,0.9002560512685369,3,0.625,0.3333333333333335,"{""UNKNOWN:14"": 5, ""H:11"": 2, ""C:8"": 1}",8
mp-1348593,1.2287570028589727,5,0.5714285714285714,0.4571428571428571,"{""T:5"": 8, ""T:4"": 28, ""O:6"": 7, ""TL:3"": 2, ""TY:3"": 4}",49
mp-3547,1.3321790402101223,4,0.4,0.15000000000000013,"{""SBT:8"": 4, ""O:6"": 4, ""S:5"": 8, ""SS:4"": 4}",20
mp-676854,1.7553774305813623,8,0.2926829268292683,0.42987804878048763,"{""T:6"": 11, ""PB:7"": 2, ""ET:7"": 2, ""T:4"": 12, ""S:5"": 1, ""TC:9"": 3, ""SBT:8"": 8, ""ST:7"": 2}",41
mp-2240078,1.2424533248940002,4,0.5,0.25,"{""BS_2:10"": 1, ""TL:3"": 1, ""TY:3"": 1, ""A:2"": 3}",6
mp-8772,-0.0,1,1.0,0.0,"{""T:5"": 12}",12
mp-19851,1.0397207708399179,3,0.5,0.16666666666666674,"{""SBSA:10"": 2, ""T:4"": 2, ""T:6"": 4}",8
mp-1200408,1.754105330999288,7,0.375,0.3035714285714286,"{""DDPN:8"": 2, ""O:6"": 4, ""TY:3"": 4, ""S:1"": 12, ""L:2"": 2, ""A:2"": 4, ""S:4"": 4}",32
mp-19107,0.9556998911125343,3,0.5714285714285714,0.2857142857142856,"{""T:4"": 8, ""O:6"": 2, ""TL:3"": 4}",14
mp-1523104,1.6957425341696348,6,0.3,0.2333333333333334,"{""SBT:8"": 4, ""O:6"": 6, ""T:6"": 2, ""S:5"": 2, ""T:4"": 2, ""T:5"": 4}",20
mp-976356,-0.0,1,1.0,0.0,"{""AC:12"": 8}",8
mp-1225842,-0.0,1,1.0,0.0,"{""T:4"": 8}",8
mp-1228273,1.459481873869085,5,0.4,0.29333333333333345,"{""AC:12"": 2, ""C:12"": 4, ""O:6"": 6, ""L:2"": 12, ""T:6"": 6}",30
mp-1102255,1.0986122886681096,3,0.3333333333333333,0.0,"{""TT_1:9"": 4, ""DI:11"": 4, ""C:12"": 4}",12
mp-1643677,1.759396463727762,8,0.391304347826087,0.42934782608695654,"{""S:4"": 2, ""S:5"": 3, ""T:5"": 1, ""T:6"": 4, ""T:4"": 8, ""TL:3"": 18, ""TY:3"": 4, ""A:2"": 6}",46
mp-1443123,2.3131536787336344,11,0.17647058823529413,0.2139037433155082,"{""SY:4"": 1, ""L:2"": 2, ""S:4"": 2, ""TS:3"": 2, ""A:2"": 3, ""ST:7"": 1, ""T:6"": 1, ""TC:9"": 1, ""T:5"": 1, ""ET:7"": 2, ""SBT:8"": 1}",17
mp-1233266,2.0341748383902365,10,0.24,0.3879999999999999,"{""O:6"": 6, ""S:5"": 5, ""S:4"": 2, ""TL:3"": 5, ""SS:4"": 1, ""TY:3"": 2, ""TS:3"": 1, ""DD:8"": 1, ""BO_2:8"": 1, ""PP:5"": 1}",25
mp-1218500,1.9298490955258458,8,0.2,0.2875000000000001,"{""C:12"": 4, ""O:6"": 4, ""ST:7"": 1, ""T:4"": 4, ""SS:4"": 3, ""TS:3"": 2, ""SH:13"": 1, ""S:5"": 1}",20
mp-1185247,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-1100554,-0.0,1,1.0,0.0,"{""O:6"": 32}",32
mp-669364,1.5367224694372192,5,0.2857142857142857,0.17142857142857149,"{""BS_1:10"": 6, ""TT_1:9"": 6, ""TY:3"": 8, ""S:1"": 6, ""BS_2:10"": 2}",28
mp-1233810,1.8569964508738956,8,0.32,0.365,"{""O:6"": 8, ""T:6"": 2, ""TL:3"": 3, ""SS:4"": 3, ""T:5"": 5, ""T:4"": 2, ""S:5"": 1, ""TT_3:9"": 1}",25
mp-1225199,1.0549201679861442,3,0.4,0.13333333333333353,"{""C:12"": 1, ""O:6"": 2, ""L:2"": 2}",5
mp-1028089,-0.0,1,1.0,0.0,"{""AC:12"": 16}",16
mp-1203588,1.7060571156426698,8,0.4444444444444444,0.43055555555555536,"{""ET:7"": 2, ""ST:7"": 2, ""TO_2:9"": 2, ""T:4"": 4, ""TL:3"": 2, ""S:1"": 16, ""A:2"": 6, ""TY:3"": 2}",36
mp-541668,1.4150225884935588,5,0.4,0.3400000000000001,"{""O:6"": 8, ""T:4"": 16, ""A:2"": 32, ""S:1"": 20, ""L:2"": 4}",80
mp-680047,0.6365141682948128,2,0.6666666666666666,0.16666666666666652,"{""O:6"": 14, ""TY:3"": 28}",42
mp-1184539,-0.0,1,1.0,0.0,"{""AC:12"": 8}",8
mp-732162,0.34883209584303193,2,0.8888888888888888,0.38888888888888884,"{""S:4"": 2, ""S:1"": 16}",18
mp-1223812,1.6094379124341005,5,0.2,0.0,"{""TBT:8"": 1, ""SS:4"": 1, ""T:5"": 1, ""C:12"": 1, ""O:6"": 1}",5
mp-2226695,1.6726254461503207,6,0.2727272727272727,0.25757575757575735,"{""PP:6"": 1, ""T:5"": 2, ""T:4"": 3, ""SS:4"": 3, ""TL:3"": 1, ""TS:3"": 1}",11
mp-1016190,1.2798542258336676,4,0.4,0.25,"{""PB:7"": 4, ""O:6"": 12, ""T:4"": 8, ""TY:3"": 16}",40
mp-1225284,1.0549201679861442,3,0.4,0.13333333333333353,"{""C:8"": 2, ""HP:12"": 1, ""DI:11"": 2}",5
mp-1026679,-0.0,1,1.0,0.0,"{""AC:12"": 16}",16
mp-818263,1.71408754118701,7,0.4,0.3428571428571432,"{""PB:7"": 4, ""S:5"": 8, ""S:1"": 24, ""L:2"": 8, ""PP:5"": 8, ""ST:7"": 4, ""A:2"": 4}",60
mp-1094018,1.7782333057997075,7,0.3076923076923077,0.30769230769230793,"{""ST:7"": 2, ""T:4"": 6, ""S:5"": 2, ""L:2"": 2, ""SS:4"": 8, ""TS:3"": 4, ""TL:3"": 2}",26
mp-1225202,1.2135345832152602,4,0.5217391304347826,0.2934782608695652,"{""T:6"": 4, ""TY:3"": 4, ""T:4"": 3, ""TS:3"": 12}",23
mp-772232,1.2947749214475035,5,0.5263157894736842,0.42105263157894735,"{""PB:7"": 4, ""T:4"": 8, ""S:1"": 20, ""L:2"": 2, ""A:2"": 4}",38
mp-1073950,1.8771109532844328,10,0.4090909090909091,0.4454545454545453,"{""MI:10"": 1, ""C:12"": 2, ""UNKNOWN:14"": 4, ""UNKNOWN:15"": 1, ""TT_1:9"": 9, ""H:11"": 1, ""DI:11"": 1, ""BS_2:10"": 1, ""TT_2:9"": 1, ""SBSA:10"": 1}",22
mp-1209497,1.3689223607402194,4,0.3333333333333333,0.08333333333333326,"{""SMA:9"": 8, ""T:4"": 8, ""A:2"": 12, ""S:1"": 8}",36
mp-555528,1.3541085326963311,5,0.3870967741935484,0.3612903225806452,"{""DDPN:8"": 2, ""SA:8"": 1, ""T:4"": 8, ""S:1"": 8, ""L:2"": 12}",31
mp-1217201,0.6365141682948128,2,0.6666666666666666,0.16666666666666652,"{""UNKNOWN:16"": 4, ""I:12"": 8}",12
mp-1191783,1.6880708131317204,6,0.2727272727272727,0.2424242424242422,"{""BS_2:10"": 2, ""UNKNOWN:14"": 2, ""PA:10"": 3, ""ST:7"": 6, ""SA:8"": 6, ""O:6"": 3}",22
mp-1216293,1.8600898224337687,7,0.2222222222222222,0.22222222222222232,"{""O:6"": 3, ""SBT:8"": 4, ""C:12"": 4, ""L:2"": 2, ""PP:6"": 1, ""S:5"": 2, ""S:1"": 2}",18
mp-774241,1.5941666991180168,6,0.36363636363636365,0.3181818181818179,"{""S:5"": 2, ""O:6"": 2, ""T:4"": 2, ""TL:3"": 2, ""S:1"": 6, ""A:2"": 8}",22
mp-1222575,1.5270419907839923,6,0.4,0.39166666666666683,"{""SS:4"": 3, ""PP:6"": 1, ""O:6"": 4, ""T:4"": 16, ""TY:3"": 8, ""A:2"": 8}",40
mp-1080149,1.0549201679861442,3,0.4,0.13333333333333353,"{""HP:12"": 1, ""ST:7"": 2, ""FO:7"": 2}",5
mp-1222430,1.3592367006650066,5,0.5,0.3600000000000001,"{""S:4"": 2, ""O:6"": 4, ""TS:3"": 10, ""T:6"": 2, ""SMA:9"": 2}",20
mp-1006127,-0.0,1,1.0,0.0,"{""AC:12"": 8}",8
mp-1208740,0.5004024235381879,2,0.8,0.30000000000000004,"{""S:1"": 8, ""T:4"": 2}",10
mp-1200687,1.3516811946858949,4,0.3076923076923077,0.13461538461538458,"{""SA:8"": 8, ""T:4"": 12, ""S:1"": 16, ""A:2"": 16}",52
mp-1034473,-0.0,1,1.0,0.0,"{""O:6"": 32}",32
mp-6428,0.9502705392332347,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-570199,0.37677016125643675,2,0.875,0.375,"{""BS_1:10"": 7, ""UNKNOWN:14"": 1}",8
mp-1197471,1.5992212565872683,6,0.35294117647058826,0.3431372549019607,"{""O:6"": 8, ""L:2"": 6, ""TS:3"": 2, ""A:2"": 2, ""SS:4"": 4, ""S:1"": 12}",34
mp-1227830,2.0837660374856477,9,0.2,0.251851851851852,"{""C:12"": 2, ""DI:11"": 4, ""O:6"": 6, ""T:5"": 4, ""ET:7"": 2, ""T:4"": 6, ""PP:6"": 2, ""S:5"": 2, ""TS:3"": 2}",30
mp-36305,0.6829081047004717,2,0.5714285714285714,0.0714285714285714,"{""DDPN:8"": 6, ""TO_3:9"": 8}",14
mp-1211286,1.593443285659087,6,0.4117647058823529,0.32352941176470584,"{""O:6"": 8, ""T:5"": 4, ""SS:9"": 8, ""TL:3"": 12, ""S:1"": 28, ""A:2"": 8}",68
mp-1214066,1.6932312436321884,7,0.25925925925925924,0.3544973544973544,"{""PB:7"": 12, ""HB:8"": 8, ""L:2"": 14, ""PP:6"": 12, ""T:6"": 1, ""O:6"": 1, ""BS_1:10"": 6}",54
mp-1041627,1.7481554572476758,6,0.25,0.13888888888888884,"{""O:6"": 3, ""S:4"": 1, ""A:2"": 2, ""SS:4"": 2, ""T:5"": 2, ""ST:7"": 2}",12
mp-569188,1.0549201679861442,3,0.4,0.13333333333333353,"{""UNKNOWN:16"": 1, ""SMA:9"": 2, ""BO_2:8"": 2}",5
mp-7598,1.0986122886681096,3,0.3333333333333333,0.0,"{""TT_1:9"": 2, ""T:6"": 2, ""UNKNOWN:14"": 2}",6
mp-1194529,1.4750763110546947,5,0.42857142857142855,0.22857142857142843,"{""T:4"": 4, ""TS:3"": 4, ""PP:6"": 4, ""A:2"": 12, ""S:1"": 4}",28
mp-5248,1.7351264569629223,6,0.2222222222222222,0.16666666666666652,"{""C:12"": 8, ""SH:13"": 8, ""UNKNOWN:14"": 4, ""DI:11"": 4, ""TT_1:9"": 8, ""SMA:9"": 4}",36
mp-2224231,0.8979457248567797,3,0.6,0.3333333333333335,"{""PP:6"": 1, ""T:6"": 3, ""TC:9"": 6}",10
mp-974690,1.0789922078775833,3,0.42857142857142855,0.09523809523809534,"{""TT_1:9"": 2, ""O:6"": 3, ""L:2"": 2}",7
mp-1197681,1.0114042647073518,3,0.5,0.2222222222222221,"{""S:1"": 12, ""TL:3"": 36, ""A:2"": 24}",72
mp-1205945,0.9502705392332347,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-759220,1.4404817415924862,5,0.3888888888888889,0.3111111111111111,"{""O:6"": 28, ""T:4"": 16, ""A:2"": 16, ""TY:3"": 8, ""BO_3:8"": 4}",72
mp-1214819,0.410116318288409,2,0.8571428571428571,0.357142857142857,"{""O:6"": 1, ""S:1"": 6}",7
mp-510624,0.9502705392332347,3,0.6,0.2666666666666666,"{""C:12"": 1, ""O:6"": 1, ""L:2"": 3}",5
mp-1284600,-0.0,1,1.0,0.0,"{""O:6"": 32}",32
mp-1223324,-0.0,1,1.0,0.0,"{""O:6"": 48}",48
mp-974966,-0.0,1,1.0,0.0,"{""C:12"": 4}",4
mp-1175600,-0.0,1,1.0,0.0,"{""O:6"": 32}",32
mp-1246868,1.2730283365896256,4,0.4444444444444444,0.25,"{""T:4"": 8, ""O:6"": 4, ""HB:8"": 2, ""S:5"": 4}",18
mp-2228404,1.0102099474266797,4,0.631578947368421,0.46052631578947345,"{""T:5"": 1, ""O:6"": 2, ""TL:3"": 4, ""S:1"": 12}",19
mp-8333,1.8121428103584718,7,0.2222222222222222,0.26984126984126977,"{""AC:12"": 4, ""SBSA:10"": 4, ""O:6"": 16, ""TY:3"": 8, ""SS:4"": 16, ""S:4"": 8, ""TS:3"": 16}",72
mp-1518895,1.8866967846580787,8,0.2,0.30000000000000027,"{""I:12"": 2, ""C:8"": 2, ""O:6"": 8, ""C:12"": 2, ""S:4"": 2, ""T:6"": 8, ""PB:7"": 8, ""TS:3"": 8}",40
mp-28095,1.1685184057430877,4,0.5454545454545454,0.34090909090909083,"{""S:4"": 4, ""TY:3"": 4, ""PP:6"": 2, ""A:2"": 12}",22
mp-778231,2.231606951608935,10,0.17647058823529413,0.19411764705882328,"{""O:6"": 8, ""HB:8"": 8, ""FO:7"": 4, ""ST:7"": 8, ""ET:7"": 4, ""TI:9"": 4, ""C:8"": 4, ""T:4"": 8, ""T:6"": 12, ""S:5"": 8}",68
mp-1112985,0.9502705392332347,3,0.6,0.2666666666666666,"{""C:12"": 1, ""O:6"": 1, ""L:2"": 3}",5
mp-541134,1.6434177197931799,6,0.3,0.2666666666666666,"{""O:6"": 2, ""S:4"": 2, ""TS:3"": 6, ""TY:3"": 2, ""S:1"": 6, ""L:2"": 2}",20
mp-1211470,0.7305880613711224,3,0.75,0.43333333333333335,"{""C:8"": 12, ""O:6"": 8, ""T:4"": 60}",80
mp-2001,-0.0,1,1.0,0.0,"{""C:12"": 4}",4
mp-1234241,1.8832011948609038,14,0.4883720930232558,0.5730897009966776,"{""BO_2:8"": 2, ""TT_1:9"": 1, ""ST:7"": 3, ""TT_2:9"": 1, ""SMA:9"": 1, ""DDPN:8"": 1, ""PB:7"": 1, ""T:4"": 6, ""TY:3"": 1, ""DI:11"": 1, ""BS_2:10"": 1, ""A:2"": 2, ""S:1"": 21, ""TS:3"": 1}",43
mp-2231293,2.2467992051654933,12,0.25,0.3250000000000002,"{""DI:11"": 1, ""TT_2:9"": 1, ""SS:9"": 1, ""SMA:9"": 1, ""ST:7"": 1, ""S:5"": 5, ""O:6"": 1, ""SS:4"": 2, ""PP:6"": 4, ""S:4"": 1, ""TL:3"": 1, ""TS:3"": 1}",20
mp-1105351,0.6365141682948128,2,0.6666666666666666,0.16666666666666652,"{""O:6"": 6, ""TL:3"": 12}",18
mp-867304,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-1099234,-0.0,1,1.0,0.0,"{""O:6"": 16}",16
mp-1111737,0.9502705392332347,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-1225204,0.6365141682948128,2,0.6666666666666666,0.16666666666666652,"{""O:6"": 6, ""T:4"": 12}",18
mp-754628,1.0986122886681096,3,0.3333333333333333,0.0,"{""T:4"": 4, ""L:2"": 4, ""A:2"": 4}",12
mp-1364379,0.8675632284814612,3,0.6666666666666666,0.3333333333333335,"{""T:4"": 12, ""C:8"": 12, ""TY:3"": 48}",72
mp-1217247,1.0114042647073518,3,0.5,0.2222222222222221,"{""I:12"": 8, ""UNKNOWN:14"": 12, ""TT_1:9"": 4}",24
mp-1221854,1.3469074400767183,5,0.41379310344827586,0.38620689655172424,"{""UNKNOWN:16"": 2, ""UNKNOWN:14"": 12, ""SH:13"": 8, ""C:12"": 1, ""SA:8"": 6}",29
mp-776115,0.5982695885852573,2,0.7142857142857143,0.2142857142857144,"{""T:4"": 20, ""O:6"": 8}",28
mp-1079322,1.5047882836811908,5,0.3,0.24,"{""T:5"": 1, ""L:2"": 3, ""HB:8"": 1, ""TS:3"": 3, ""TL:3"": 2}",10
mp-560167,1.7771358806162147,7,0.35,0.30000000000000004,"{""SS:9"": 2, ""T:4"": 6, ""T:6"": 4, ""O:6"": 4, ""A:2"": 6, ""TL:3"": 14, ""TY:3"": 4}",40
mp-1188900,1.0888999753452238,3,0.4,0.06666666666666687,"{""O:6"": 8, ""TY:3"": 6, ""SBT:8"": 6}",20
mp-1247242,0.9164648855394713,3,0.5454545454545454,0.3030303030303032,"{""BS_2:10"": 12, ""T:4"": 2, ""O:6"": 8}",22
mp-676398,1.0789922078775833,3,0.42857142857142855,0.09523809523809534,"{""TT_1:9"": 2, ""O:6"": 3, ""L:2"": 2}",7
mp-1223028,0.6931471805599453,2,0.5,0.0,"{""TT_1:9"": 4, ""S:1"": 4}",8
mp-19370,1.0397207708399179,3,0.5,0.16666666666666674,"{""SY:4"": 4, ""T:4"": 2, ""BO_2:8"": 2}",8
mp-9723,1.060944240790747,3,0.42857142857142855,0.14285714285714302,"{""O:6"": 5, ""L:2"": 3, ""S:1"": 6}",14
mp-818314,0.9257019111219666,4,0.6666666666666666,0.5,"{""O:6"": 2, ""T:6"": 2, ""S:1"": 24, ""A:2"": 8}",36
mp-1074062,2.4961096481887357,13,0.10714285714285714,0.1923076923076923,"{""DI:11"": 3, ""SBSA:10"": 1, ""MI:10"": 2, ""BS_2:10"": 3, ""TI:9"": 2, ""PP:10"": 3, ""PCPA:11"": 3, ""AC:12"": 2, ""C:12"": 1, ""TT_1:9"": 2, ""DDPN:8"": 2, ""SMA:9"": 3, ""SBT:8"": 1}",28
mp-1205962,0.9502705392332347,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-21594,1.8462202193216335,7,0.2727272727272727,0.23376623376623384,"{""BO_1:8"": 8, ""BS_1:10"": 4, ""BO_2:8"": 4, ""O:6"": 8, ""SBSA:10"": 4, ""ST:7"": 12, ""SBT:8"": 4}",44
mp-7624,1.1685184057430877,4,0.5454545454545454,0.34090909090909083,"{""O:6"": 4, ""T:4"": 4, ""TL:3"": 12, ""L:2"": 2}",22
mp-375,0.5623351446188083,2,0.75,0.25,"{""O:6"": 1, ""L:2"": 3}",4
mp-1097902,1.7553126229080762,8,0.3333333333333333,0.44166666666666665,"{""T:5"": 2, ""O:6"": 14, ""S:5"": 20, ""ST:7"": 2, ""T:4"": 10, ""TL:3"": 2, ""SS:4"": 4, ""T:6"": 6}",60
mp-1074193,1.9439981771714585,9,0.3181818181818182,0.38383838383838387,"{""HA:12"": 1, ""C:12"": 3, ""PCPA:11"": 2, ""SH:13"": 2, ""TT_1:9"": 7, ""DI:11"": 1, ""BS_2:10"": 4, ""C:8"": 1, ""SS:9"": 1}",22
mp-541901,1.0524899616693688,6,0.6842105263157895,0.6140350877192984,"{""C:8"": 1, ""S:1"": 26, ""O:6"": 1, ""TY:3"": 6, ""T:4"": 2, ""TC:9"": 2}",38
mp-1187520,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-29016,1.559581156259877,5,0.25,0.15000000000000013,"{""SBT:8"": 4, ""DI:11"": 4, ""T:6"": 2, ""PP:10"": 2, ""BO_2:8"": 4}",16
mp-1033835,-0.0,1,1.0,0.0,"{""O:6"": 32}",32
mp-555598,1.350044689985175,5,0.4444444444444444,0.377777777777778,"{""PP:10"": 2, ""DDPN:8"": 2, ""T:4"": 8, ""S:1"": 16, ""A:2"": 8}",36
mp-865774,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-505604,1.3321790402101223,4,0.4,0.15000000000000013,"{""SBT:8"": 4, ""O:6"": 4, ""SS:4"": 4, ""S:5"": 8}",20
mp-1227108,1.1685184057430877,4,0.5454545454545454,0.34090909090909083,"{""C:8"": 4, ""O:6"": 4, ""T:4"": 2, ""TBT:8"": 12}",22
mp-1095481,1.3296613488547582,4,0.3333333333333333,0.16666666666666652,"{""O:6"": 2, ""T:4"": 2, ""A:2"": 4, ""TY:3"": 4}",12
mp-871,-0.0,1,1.0,0.0,"{""SH:13"": 8}",8
mp-1031671,-0.0,1,1.0,0.0,"{""O:6"": 16}",16
mp-556017,1.072016968563193,4,0.6153846153846154,0.40384615384615397,"{""PB:7"": 4, ""T:4"": 4, ""S:1"": 16, ""L:2"": 2}",26
mp-1110644,0.9502705392332347,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-1192133,0.8675632284814612,3,0.6666666666666666,0.3333333333333335,"{""SBT:8"": 4, ""T:4"": 4, ""S:1"": 16}",24
mp-562523,1.3013055504369102,4,0.42857142857142855,0.2142857142857142,"{""AC:12"": 6, ""O:6"": 4, ""S:1"": 12, ""SBT:8"": 6}",28
mp-19141,1.6216679171123505,6,0.4,0.2777777777777779,"{""PB:7"": 4, ""TT_2:9"": 4, ""O:6"": 4, ""T:4"": 4, ""L:2"": 2, ""S:1"": 12}",30
mp-1216100,1.5890269151739729,5,0.25,0.10000000000000009,"{""SA:8"": 4, ""T:4"": 6, ""A:2"": 6, ""TY:3"": 4, ""S:1"": 4}",24
mp-22180,1.0549201679861442,3,0.4,0.13333333333333353,"{""UNKNOWN:16"": 1, ""SMA:9"": 2, ""C:12"": 2}",5
mp-1185981,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-1213249,1.2130075659799042,4,0.5,0.3125,"{""UNKNOWN:14"": 2, ""DI:11"": 8, ""TT_1:9"": 4, ""SBSA:10"": 2}",16
mp-1110670,0.9502705392332347,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-1207155,-0.0,1,1.0,0.0,"{""L:2"": 5}",5
mp-1079204,1.0549201679861442,3,0.4,0.13333333333333353,"{""UNKNOWN:16"": 2, ""C:12"": 4, ""SMA:9"": 4}",10
mp-1097462,-0.0,1,1.0,0.0,"{""L:2"": 4}",4
mp-1232387,1.7478680974667573,6,0.2857142857142857,0.11904761904761885,"{""ST:7"": 4, ""O:6"": 4, ""T:4"": 4, ""T:6"": 8, ""TS:3"": 4, ""S:4"": 4}",28
mp-505397,1.2730283365896256,4,0.4444444444444444,0.25,"{""C:12"": 2, ""O:6"": 1, ""A:2"": 2, ""TY:3"": 4}",9
mp-558724,1.6674619334292946,6,0.375,0.20833333333333326,"{""SA:8"": 4, ""TT_1:9"": 4, ""T:4"": 4, ""S:1"": 12, ""DI:11"": 4, ""TY:3"": 4}",32
mp-1174143,-0.0,1,1.0,0.0,"{""O:6"": 16}",16
mp-3019,1.2130075659799042,4,0.5,0.3125,"{""TT_1:9"": 8, ""O:6"": 2, ""SBT:8"": 4, ""SBSA:10"": 2}",16
mp-1213742,1.8195113489698564,7,0.25,0.267857142857143,"{""PCPA:11"": 8, ""S:5"": 8, ""T:4"": 4, ""PP:10"": 4, ""S:1"": 16, ""A:2"": 16, ""SS:4"": 8}",64
mp-554583,1.2587256970331122,5,0.4,0.41000000000000014,"{""SA:8"": 2, ""DDPN:8"": 2, ""T:4"": 20, ""S:1"": 32, ""A:2"": 24}",80
